Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,077.58",-28.90,-1.35,"1,924,434,899.89"
Sensitive Index,396.72,-5.13,-1.27,"662,890,073.00"
Float Index,143.99,-1.97,-1.35,"1,894,553,692.70"
Sensitive Float Index,131.16,-1.51,-1.14,"660,969,747.10"
Banking SubIndex,"1,291.12",-12.23,-0.93,"338,752,428.10"
Development Bank Index,"3,857.31",-76.25,-1.93,"179,765,341.70"
Finance Index,"1,808.87",-45.09,-2.43,"137,118,827.50"
Hotels And Tourism,"5,549.74",-123.00,-2.16,"136,112,018.00"
HydroPower Index,"2,275.57",-29.96,-1.29,"381,899,576.10"
Investment,71.65,-0.71,-0.98,"90,337,025.50"
Life Insurance,"11,269.10",-222.53,-1.93,"155,884,345.10"
Manufacturing And Processing,"5,660.34",-76.78,-1.33,"113,448,921.80"
Microfinance Index,"3,839.84",-54.09,-1.38,"120,627,923.00"
Mutual Fund,14.91,0.05,0.35,"9,622,173.82"
Non Life Insurance,"10,801.70",-274.64,-2.47,"152,369,253.40"
Others Index,"1,528.40",-15.19,-0.98,"69,121,198.60"
Trading Index,"2,848.17",-44.83,-1.54,"19,116,833.90"
