Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,841.04",3.33,0.18,"1,141,812,382.77"
Sensitive Index,350.70,-0.36,-0.10,"228,266,637.13"
Float Index,127.11,0.20,0.15,"1,099,051,653.83"
Sensitive Float Index,113.78,-0.01,-0.01,"226,274,896.83"
Banking SubIndex,"1,133.47",-1.03,-0.09,"121,563,726.90"
Development Bank Index,"3,601.15",3.21,0.08,"34,531,023.20"
Finance Index,"1,615.66",-3.40,-0.21,"30,609,705.30"
Hotels And Tourism,"4,984.62",-19.88,-0.39,"27,779,305.80"
HydroPower Index,"1,942.15",-1.49,-0.07,"263,412,097.23"
Investment,65.90,0.00,0.01,"64,046,693.80"
Life Insurance,"10,424.17",125.30,1.21,"313,906,063.70"
Manufacturing And Processing,"4,679.83",-33.25,-0.70,"88,047,137.40"
Microfinance Index,"3,254.18",16.82,0.51,"54,989,794.10"
Mutual Fund,17.53,0.01,0.05,"2,951,683.45"
Non Life Insurance,"9,879.16",78.02,0.79,"69,808,591.40"
Others Index,"1,395.23",6.66,0.47,"25,078,717.00"
Trading Index,"2,696.27",11.57,0.43,"5,278,798.00"
