Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,955.75",-39.60,-1.98,"4,745,649,292.00"
Sensitive Index,371.71,-8.47,-2.23,"4,373,730,000.00"
Float Index,132.69,-2.43,-1.80,"4,701,040,000.00"
Sensitive Float Index,118.01,-2.62,-2.17,"3,154,450,000.00"
Banking SubIndex,"1,427.31",-30.59,-2.10,"1,078,140,000.00"
Development Bank Index,"2,132.49",-22.00,-1.02,"610,184,000.00"
Finance Index,878.82,-2.58,-0.29,"305,085,000.00"
Hotels And Tourism,"1,960.48",-59.94,-2.97,"41,991,800.00"
HydroPower Index,"1,850.41",22.89,1.25,"1,063,530,000.00"
Life Insurance,"11,873.57",-270.46,-2.23,"485,696,000.00"
Manufacturing And Processing,"4,433.29",-98.54,-2.17,"178,315,000.00"
Microfinance Index,"3,018.46",-69.80,-2.26,"427,798,000.00"
Mutual Fund,11.22,-0.15,-1.35,"11,513,200.00"
Non Life Insurance,"9,392.01",-225.13,-2.34,"968,108,000.00"
Others Index,"1,648.88",-46.85,-2.76,"700,813,000.00"
Trading Index,"1,937.02",-99.26,-4.87,"10,470,900.00"
