Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,987.87",7.79,0.39,"2,886,509,415.69"
Sensitive Index,373.35,2.83,0.76,"1,031,399,279.20"
Float Index,138.01,0.34,0.25,"2,862,539,949.70"
Sensitive Float Index,123.46,0.64,0.52,"1,029,238,833.60"
Banking SubIndex,"1,215.46",3.01,0.25,"248,192,708.10"
Development Bank Index,"3,701.18",-18.63,-0.50,"205,146,588.70"
Finance Index,"1,682.24",-16.25,-0.96,"151,337,515.40"
Hotels And Tourism,"4,644.30",451.99,10.78,"306,940,872.20"
HydroPower Index,"2,519.54",-7.88,-0.31,"764,385,474.10"
Investment,70.73,-0.05,-0.08,"167,126,819.10"
Life Insurance,"10,134.22",7.66,0.08,"185,273,296.00"
Manufacturing And Processing,"5,124.80",102.99,2.05,"179,021,810.40"
Microfinance Index,"3,663.50",14.94,0.41,"191,558,812.30"
Mutual Fund,13.89,-0.01,-0.06,"2,651,409.67"
Non Life Insurance,"10,393.66",-5.70,-0.05,"346,843,764.10"
Others Index,"1,381.70",0.65,0.05,"79,544,802.70"
Trading Index,"2,542.46",-3.40,-0.13,"37,167,486.60"
