Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,614.07",7.39,0.28,"3,755,027,795.92"
Sensitive Index,447.05,0.30,0.06,"1,544,099,377.70"
Float Index,178.47,0.39,0.21,"3,714,903,279.00"
Sensitive Float Index,151.63,0.10,0.07,"1,544,099,377.70"
Banking SubIndex,"1,334.87",-1.97,-0.14,"338,327,544.00"
Development Bank Index,"5,373.18",16.65,0.31,"238,990,891.30"
Finance Index,"2,314.11",5.22,0.22,"117,083,568.40"
Hotels And Tourism,"7,005.37",61.50,0.88,"90,672,898.10"
HydroPower Index,"3,396.24",28.47,0.84,"1,772,634,082.80"
Investment,103.60,0.17,0.16,"148,033,563.00"
Life Insurance,"13,258.94",108.35,0.82,"256,649,619.50"
Manufacturing And Processing,"8,074.41",43.02,0.53,"241,949,360.90"
Microfinance Index,"4,905.08",-3.38,-0.06,"208,449,300.00"
Mutual Fund,20.10,0.07,0.37,"8,654,025.83"
Non Life Insurance,"10,859.38",-19.50,-0.17,"63,307,742.10"
Others Index,"2,358.67",8.09,0.34,"234,975,114.40"
Trading Index,"3,793.24",-0.63,-0.01,"3,829,594.50"
