Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,012.89",5.57,0.28,"4,092,227,802.00"
Sensitive Index,382.44,-0.13,-0.03,"3,766,720,000.00"
Float Index,137.45,-0.27,-0.20,"3,885,030,000.00"
Sensitive Float Index,123.36,-0.53,-0.42,"3,133,900,000.00"
Banking SubIndex,"1,524.05",-9.70,-0.63,"1,597,890,000.00"
Development Bank Index,"2,115.89",-18.95,-0.89,"463,342,000.00"
Finance Index,863.47,-2.15,-0.25,"180,377,000.00"
Hotels And Tourism,"1,902.11",-4.54,-0.24,"10,133,200.00"
HydroPower Index,"1,563.58",-18.72,-1.18,"171,384,000.00"
Life Insurance,"13,145.38",-70.02,-0.53,"419,663,000.00"
Manufacturing And Processing,"5,095.59",195.90,4.00,"481,681,000.00"
Microfinance Index,"3,200.57",11.37,0.36,"379,593,000.00"
Mutual Fund,11.33,-0.01,-0.13,"9,141,390.00"
Non Life Insurance,"9,389.67",11.85,0.13,"755,743,000.00"
Others Index,"1,574.36",50.07,3.29,"325,295,000.00"
Trading Index,"1,929.15",-3.22,-0.17,"32,094,800.00"
