Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,969.69",-52.41,-1.73,"15,484,479,319.00"
Sensitive Index,541.70,-8.56,-1.56,"15,931,700,000.00"
Float Index,205.75,-3.19,-1.53,"15,409,700,000.00"
Sensitive Float Index,179.22,-2.51,-1.38,"10,798,200,000.00"
Banking SubIndex,"1,981.47",-9.33,-0.47,"2,761,070,000.00"
Development Bank Index,"4,626.09",-194.95,-4.04,"3,281,730,000.00"
Finance Index,"2,367.54",-172.68,-6.80,"1,491,060,000.00"
Hotels And Tourism,"3,734.32",-202.15,-5.14,"222,012,000.00"
HydroPower Index,"2,995.46",-149.49,-4.75,"4,047,110,000.00"
Investment,110.33,-2.88,-2.54,"664,518,000.00"
Life Insurance,"18,241.35",-405.83,-2.18,"739,092,000.00"
Manufacturing And Processing,"6,245.36",-204.22,-3.17,"708,836,000.00"
Microfinance Index,"5,451.49",139.74,2.63,"1,802,210,000.00"
Mutual Fund,15.63,-0.03,-0.18,"40,581,400.00"
Non Life Insurance,"15,081.45",-403.12,-2.60,"1,759,220,000.00"
Others Index,"2,286.38",-70.25,-2.98,"1,334,070,000.00"
Trading Index,"3,946.40",-103.06,-2.54,"69,119,000.00"
