Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,678.47",-7.26,-0.27,"7,921,300,982.67"
Sensitive Index,449.88,-0.52,-0.11,"2,377,430,464.60"
Float Index,181.63,-0.47,-0.26,"7,741,073,352.60"
Sensitive Float Index,151.10,-0.20,-0.13,"2,377,430,464.60"
Banking SubIndex,"1,345.21",-3.11,-0.23,"280,041,742.30"
Development Bank Index,"5,791.45",-55.74,-0.95,"790,443,362.30"
Finance Index,"2,795.67",51.28,1.86,"882,002,409.80"
Hotels And Tourism,"6,614.67",-38.85,-0.58,"75,873,454.90"
HydroPower Index,"3,798.12",-34.78,-0.90,"3,005,708,421.20"
Investment,107.30,0.55,0.52,"947,831,176.90"
Life Insurance,"13,019.45",-19.20,-0.14,"355,827,715.70"
Manufacturing And Processing,"6,971.49",-33.15,-0.47,"153,264,051.30"
Microfinance Index,"5,137.45",9.23,0.18,"611,495,599.20"
Mutual Fund,20.19,-0.01,-0.08,"18,336,721.37"
Non Life Insurance,"12,863.96",-113.76,-0.87,"234,657,387.10"
Others Index,"2,088.22",-1.91,-0.09,"385,111,732.80"
Trading Index,"4,287.55",-0.42,-0.01,"18,816,299.10"
