Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,621.86",39.13,1.51,"4,204,408,894.89"
Sensitive Index,440.69,5.71,1.31,"1,132,752,057.31"
Float Index,177.20,2.69,1.54,"4,103,613,240.41"
Sensitive Float Index,147.61,2.02,1.39,"1,132,752,057.31"
Banking SubIndex,"1,344.09",15.29,1.15,"313,950,534.90"
Development Bank Index,"5,440.43",64.06,1.19,"347,544,570.20"
Finance Index,"2,521.44",43.40,1.75,"140,481,856.20"
Hotels And Tourism,"6,391.39",112.03,1.78,"33,607,849.60"
HydroPower Index,"3,432.57",57.45,1.70,"1,176,975,598.40"
Investment,104.63,1.72,1.67,"332,363,239.40"
Life Insurance,"13,221.65",267.90,2.06,"437,569,412.00"
Manufacturing And Processing,"7,139.46",69.89,0.98,"168,989,122.80"
Microfinance Index,"4,773.90",61.36,1.30,"260,521,538.60"
Mutual Fund,19.08,0.18,0.97,"10,828,756.29"
Non Life Insurance,"12,149.85",209.06,1.75,"109,642,203.21"
Others Index,"2,371.17",48.72,2.09,"771,527,490.10"
Trading Index,"4,057.38",40.30,1.00,"10,439,825.00"
