Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,769.09",-3.07,-0.11,"16,355,730,466.82"
Sensitive Index,471.83,-1.64,-0.34,"5,049,225,837.90"
Float Index,190.66,-0.21,-0.11,"16,193,474,620.40"
Sensitive Float Index,161.22,-0.52,-0.32,"5,049,225,837.90"
Banking SubIndex,"1,414.21",-2.36,-0.16,"663,272,544.90"
Development Bank Index,"5,979.42",-3.78,-0.06,"1,241,181,674.00"
Finance Index,"2,637.61",-12.14,-0.45,"1,135,087,295.20"
Hotels And Tourism,"7,755.05",127.68,1.67,"500,975,880.00"
HydroPower Index,"3,602.47",11.04,0.30,"7,808,651,415.70"
Investment,107.48,-0.59,-0.55,"846,076,161.00"
Life Insurance,"13,425.38",-71.86,-0.53,"523,853,363.20"
Manufacturing And Processing,"9,556.15",38.94,0.40,"1,660,628,076.50"
Microfinance Index,"5,089.99",-25.54,-0.49,"573,552,865.20"
Mutual Fund,21.26,0.16,0.78,"48,216,791.52"
Non Life Insurance,"11,401.06",-19.33,-0.16,"273,841,776.20"
Others Index,"2,443.53",-12.35,-0.50,"952,986,472.40"
Trading Index,"3,804.52",-0.78,-0.02,"13,367,096.10"
