Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,115.24",33.15,1.59,"5,555,361,739.06"
Sensitive Index,373.23,4.18,1.13,"1,296,546,227.70"
Float Index,143.29,2.52,1.79,"5,512,867,938.40"
Sensitive Float Index,122.32,1.66,1.37,"1,273,575,708.50"
Banking SubIndex,"1,117.50",19.05,1.73,"243,469,169.20"
Development Bank Index,"4,085.37",57.29,1.42,"203,290,541.50"
Finance Index,"2,211.28",46.80,2.16,"544,438,182.20"
Hotels And Tourism,"5,438.12",32.28,0.59,"85,013,540.80"
HydroPower Index,"2,644.53",66.71,2.58,"2,272,497,066.90"
Investment,77.94,0.84,1.09,"565,944,920.40"
Life Insurance,"10,264.57",241.11,2.40,"173,392,570.80"
Manufacturing And Processing,"6,622.62",26.38,0.40,"181,769,191.30"
Microfinance Index,"4,682.75",48.96,1.05,"784,845,149.20"
Mutual Fund,18.92,0.09,0.50,"2,934,421.56"
Non Life Insurance,"10,888.11",233.57,2.19,"275,746,824.30"
Others Index,"1,636.01",8.63,0.53,"183,154,150.90"
Trading Index,"2,989.02",62.14,2.12,"21,774,176.90"
