Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,802.52",45.12,1.63,"8,318,908,441.51"
Sensitive Index,476.88,5.75,1.22,"3,036,018,054.60"
Float Index,191.81,2.89,1.53,"8,157,312,632.70"
Sensitive Float Index,163.05,2.10,1.30,"3,036,018,054.60"
Banking SubIndex,"1,468.72",16.84,1.16,"823,166,909.90"
Development Bank Index,"6,026.71",117.52,1.98,"313,748,028.30"
Finance Index,"2,465.06",35.27,1.45,"174,606,759.50"
Hotels And Tourism,"7,722.85",193.09,2.56,"175,358,175.80"
HydroPower Index,"3,907.16",99.52,2.61,"3,562,428,037.30"
Investment,106.77,1.42,1.35,"478,663,554.40"
Life Insurance,"12,865.81",167.28,1.31,"180,000,953.00"
Manufacturing And Processing,"11,170.97",417.14,3.87,"1,657,041,479.30"
Microfinance Index,"4,944.55",62.64,1.28,"300,293,393.50"
Mutual Fund,21.95,0.21,0.99,"16,417,601.02"
Non Life Insurance,"11,135.74",111.64,1.01,"106,562,025.10"
Others Index,"2,105.26",3.21,0.15,"340,315,094.60"
Trading Index,"3,817.38",23.51,0.61,"45,128,222.00"
