Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,936.60",-44.18,-1.48,"7,495,812,161.00"
Sensitive Index,548.35,-5.05,-0.91,"8,344,290,000.00"
Float Index,205.31,-3.60,-1.72,"7,429,180,000.00"
Sensitive Float Index,183.63,-3.00,-1.61,"5,715,880,000.00"
Banking SubIndex,"1,965.30",-33.49,-1.68,"1,188,740,000.00"
Development Bank Index,"5,505.05",-71.81,-1.29,"1,661,650,000.00"
Finance Index,"2,951.65",-49.21,-1.64,"860,737,000.00"
Hotels And Tourism,"3,546.13",-109.14,-2.99,"32,518,600.00"
HydroPower Index,"3,345.26",-51.50,-1.52,"2,553,130,000.00"
Investment,103.94,-0.44,-0.42,"331,112,000.00"
Life Insurance,"16,545.35",-302.80,-1.80,"293,072,000.00"
Manufacturing And Processing,"6,838.51",-133.88,-1.92,"212,375,000.00"
Microfinance Index,"5,551.43",-146.77,-2.58,"636,207,000.00"
Mutual Fund,16.16,0.09,0.56,"52,761,800.00"
Non Life Insurance,"13,330.18",-290.23,-2.13,"545,898,000.00"
Others Index,"1,961.87",19.66,1.01,"390,198,000.00"
Trading Index,"3,440.23",-54.37,-1.56,"10,867,800.00"
