Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,554.13",-44.94,-1.73,"6,098,188,414.00"
Sensitive Index,461.81,-8.53,-1.81,"5,642,740,000.00"
Float Index,176.04,-3.24,-1.81,"6,005,900,000.00"
Sensitive Float Index,149.74,-2.89,-1.89,"4,227,240,000.00"
Banking SubIndex,"1,846.83",-37.49,-1.99,"1,904,720,000.00"
Development Bank Index,"2,639.40",-47.49,-1.77,"838,742,000.00"
Finance Index,"1,158.13",-25.72,-2.17,"324,671,000.00"
Hotels And Tourism,"2,050.89",-17.36,-0.84,"10,315,400.00"
HydroPower Index,"2,007.03",-27.75,-1.36,"733,045,000.00"
Life Insurance,"17,599.22",-299.78,-1.67,"403,049,000.00"
Manufacturing And Processing,"5,583.36",-72.27,-1.28,"172,924,000.00"
Microfinance Index,"4,359.56",-60.48,-1.37,"675,710,000.00"
Mutual Fund,13.49,-0.04,-0.26,"47,286,000.00"
Non Life Insurance,"12,952.28",-176.18,-1.34,"996,520,000.00"
Others Index,"2,089.76",-36.78,-1.73,"1,167,710,000.00"
Trading Index,"2,946.07",-55.10,-1.84,"31,134,200.00"
