Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,325.45",4.94,0.21,"1,629,168,847.89"
Sensitive Index,443.14,2.06,0.47,"1,436,900,000.00"
Float Index,158.65,0.03,0.02,"1,592,270,000.00"
Sensitive Float Index,141.59,0.12,0.08,"1,021,550,000.00"
Banking SubIndex,"1,568.95",-4.58,-0.29,"314,821,564.00"
Development Bank Index,"3,995.97",35.12,0.89,"111,326,527.40"
Finance Index,"1,671.04",-12.16,-0.72,"123,537,958.50"
Hotels And Tourism,"3,002.21",30.98,1.04,"13,631,812.90"
HydroPower Index,"2,583.43",10.61,0.41,"322,172,977.90"
Investment,76.12,0.34,0.44,"81,645,040.40"
Life Insurance,"12,612.57",74.14,0.59,"140,868,536.30"
Manufacturing And Processing,"5,471.73",13.42,0.25,"60,184,636.10"
Microfinance Index,"4,726.06",6.76,0.14,"255,498,944.00"
Mutual Fund,15.00,-0.05,-0.30,"5,881,913.80"
Non Life Insurance,"10,527.56",-85.20,-0.80,"120,117,947.30"
Others Index,"1,786.23",35.85,2.05,"41,674,574.80"
Trading Index,"2,176.93",-18.73,-0.85,"6,787,342.50"
