Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,816.95",104.88,3.87,"6,179,300,158.00"
Sensitive Index,528.10,19.47,3.83,"6,520,740,000.00"
Float Index,197.33,7.69,4.05,"6,133,240,000.00"
Sensitive Float Index,177.94,7.20,4.22,"4,587,300,000.00"
Banking SubIndex,"1,920.75",60.92,3.28,"1,198,340,000.00"
Development Bank Index,"5,308.16",381.42,7.74,"1,576,650,000.00"
Finance Index,"2,643.00",207.93,8.54,"684,860,000.00"
Hotels And Tourism,"3,404.95",136.90,4.19,"36,859,300.00"
HydroPower Index,"3,210.47",169.44,5.57,"1,665,190,000.00"
Investment,97.94,3.89,4.14,"243,579,000.00"
Life Insurance,"15,744.80",551.75,3.63,"324,502,000.00"
Manufacturing And Processing,"6,682.23",182.31,2.80,"206,219,000.00"
Microfinance Index,"5,318.20",170.73,3.32,"688,048,000.00"
Mutual Fund,15.29,0.22,1.45,"31,264,400.00"
Non Life Insurance,"12,591.54",441.87,3.64,"516,326,000.00"
Others Index,"1,807.87",41.73,2.36,"327,790,000.00"
Trading Index,"3,196.17",132.67,4.33,"25,064,100.00"
