Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,776.36",-74.73,-2.62,"12,109,525,561.59"
Sensitive Index,473.63,-11.21,-2.31,"4,736,958,880.80"
Float Index,190.58,-5.13,-2.62,"11,839,865,944.90"
Sensitive Float Index,161.94,-4.02,-2.42,"4,736,958,880.80"
Banking SubIndex,"1,456.41",-34.49,-2.31,"1,218,986,388.20"
Development Bank Index,"5,968.73",-196.41,-3.18,"517,749,417.70"
Finance Index,"2,463.17",-77.11,-3.03,"214,285,363.80"
Hotels And Tourism,"7,411.84",-160.69,-2.12,"181,658,669.90"
HydroPower Index,"3,817.66",-110.68,-2.81,"5,836,563,884.90"
Investment,105.79,-2.90,-2.67,"608,003,781.50"
Life Insurance,"12,914.31",-267.52,-2.02,"330,418,052.90"
Manufacturing And Processing,"10,553.22",-41.53,-0.39,"968,420,895.10"
Microfinance Index,"4,960.13",-100.97,-1.99,"494,977,567.50"
Mutual Fund,21.74,-0.21,-0.97,"19,397,282.59"
Non Life Insurance,"11,214.58",-255.76,-2.22,"153,624,232.90"
Others Index,"2,171.78",-120.63,-5.26,"1,270,814,885.40"
Trading Index,"3,819.61",-157.77,-3.96,"44,362,805.10"
