Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,313.42",-7.05,-0.53,"1,581,381,364.00"
Sensitive Index,282.30,-2.13,-0.75,"1,605,550,000.00"
Float Index,93.27,-0.45,-0.48,"1,567,670,000.00"
Sensitive Float Index,93.14,-0.66,-0.70,"1,487,180,000.00"
Banking SubIndex,"1,161.41",-8.62,-0.74,"892,202,000.00"
Development Bank Index,"1,766.93",-17.71,-0.99,"126,785,000.00"
Finance Index,672.42,-1.94,-0.29,"86,694,800.00"
Hotels And Tourism,"2,030.53",-23.68,-1.15,"3,405,460.00"
HydroPower Index,"1,021.86",-15.93,-1.53,"34,992,200.00"
Life Insurance,"7,173.56",162.74,2.32,"294,346,000.00"
Manufacturing And Processing,"2,493.48",-23.57,-0.94,"48,946,500.00"
Microfinance Index,"2,030.81",-10.36,-0.51,"108,389,000.00"
Mutual Fund,10.21,-0.06,-0.58,"3,009,720.00"
Non Life Insurance,"5,506.89",-23.05,-0.42,"381,448,000.00"
Others Index,670.34,-5.95,-0.88,"18,594,900.00"
Trading Index,802.89,-11.13,-1.37,"5,185,290.00"
