Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,632.20",-32.41,-1.22,"5,772,251,203.00"
Sensitive Index,473.39,-6.21,-1.29,"5,316,140,000.00"
Float Index,181.93,-2.36,-1.28,"5,664,460,000.00"
Sensitive Float Index,154.41,-2.23,-1.43,"4,026,250,000.00"
Banking SubIndex,"1,809.72",-24.92,-1.36,"1,275,970,000.00"
Development Bank Index,"2,864.95",-61.33,-2.10,"1,124,870,000.00"
Finance Index,"1,284.46",-20.76,-1.59,"595,969,000.00"
Hotels And Tourism,"3,646.44",-20.13,-0.55,"54,515,900.00"
HydroPower Index,"2,568.12",-29.82,-1.15,"1,266,760,000.00"
Investment,99.26,-1.43,-1.42,"600,769,000.00"
Life Insurance,"17,075.63",-145.07,-0.84,"337,806,000.00"
Manufacturing And Processing,"5,502.09",-82.40,-1.48,"85,321,000.00"
Microfinance Index,"5,203.41",-56.19,-1.07,"934,652,000.00"
Mutual Fund,13.47,0.02,0.12,"24,640,700.00"
Non Life Insurance,"13,067.96",-154.23,-1.17,"628,822,000.00"
Others Index,"1,989.19",-17.41,-0.87,"787,254,000.00"
Trading Index,"3,639.65",-1.65,-0.05,"11,604,300.00"
