Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,320.52",-36.73,-1.56,"1,458,737,755.45"
Sensitive Index,441.08,-6.69,-1.49,"1,223,570,000.00"
Float Index,158.61,-2.36,-1.47,"1,417,060,000.00"
Sensitive Float Index,141.47,-1.92,-1.34,"917,059,000.00"
Banking SubIndex,"1,573.53",-11.42,-0.72,"326,170,460.10"
Development Bank Index,"3,960.85",-106.09,-2.61,"89,292,281.40"
Finance Index,"1,683.20",-66.91,-3.82,"68,910,468.80"
Hotels And Tourism,"2,971.23",-68.44,-2.25,"18,901,969.60"
HydroPower Index,"2,572.82",-55.71,-2.12,"316,609,821.30"
Investment,75.79,-1.16,-1.51,"72,599,375.70"
Life Insurance,"12,538.43",-246.47,-1.93,"100,114,618.80"
Manufacturing And Processing,"5,458.31",-82.24,-1.48,"59,233,256.10"
Microfinance Index,"4,719.30",-73.51,-1.53,"247,500,546.50"
Mutual Fund,15.05,-0.08,-0.50,"5,103,284.87"
Non Life Insurance,"10,612.76",-169.83,-1.58,"73,389,631.20"
Others Index,"1,750.38",-55.06,-3.05,"41,790,616.50"
Trading Index,"2,195.66",-15.56,-0.70,"2,549,379.00"
