Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,487.81",-12.17,-0.81,"2,164,930,214.00"
Sensitive Index,298.64,-3.55,-1.17,"1,828,480,000.00"
Float Index,103.03,-1.01,-0.97,"2,060,670,000.00"
Sensitive Float Index,98.02,-1.26,-1.27,"1,494,060,000.00"
Banking SubIndex,"1,209.30",-17.36,-1.42,"403,755,000.00"
Development Bank Index,"1,744.79",-15.85,-0.90,"248,006,000.00"
Finance Index,673.31,0.30,0.05,"226,643,000.00"
Hotels And Tourism,"1,516.14",-2.56,-0.17,"4,642,550.00"
HydroPower Index,"1,072.95",-3.53,-0.33,"203,288,000.00"
Life Insurance,"9,116.15",-92.54,-1.01,"216,755,000.00"
Manufacturing And Processing,"2,945.36",-17.68,-0.60,"110,953,000.00"
Microfinance Index,"2,499.18",1.15,0.05,"259,329,000.00"
Mutual Fund,10.79,-0.05,-0.47,"6,153,730.00"
Non Life Insurance,"7,400.93",-46.76,-0.63,"561,403,000.00"
Others Index,985.01,3.79,0.39,"460,736,000.00"
Trading Index,947.37,22.96,2.48,"5,973,320.00"
