Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,971.10",-33.20,-1.65,"1,830,486,743.11"
Sensitive Index,377.39,-5.55,-1.44,"524,446,893.70"
Float Index,136.91,-2.31,-1.66,"1,654,095,139.70"
Sensitive Float Index,124.84,-1.78,-1.41,"522,035,318.70"
Banking SubIndex,"1,239.63",-13.51,-1.07,"349,435,016.90"
Development Bank Index,"3,765.73",-53.04,-1.38,"83,155,884.10"
Finance Index,"1,722.17",-38.34,-2.17,"51,210,950.40"
Hotels And Tourism,"5,308.50",-84.63,-1.56,"45,609,801.90"
HydroPower Index,"2,117.21",-72.78,-3.32,"490,324,882.60"
Investment,68.13,-0.99,-1.43,"54,937,423.70"
Life Insurance,"10,546.41",-211.91,-1.96,"241,138,261.80"
Manufacturing And Processing,"5,185.07",-69.70,-1.32,"98,351,744.10"
Microfinance Index,"3,636.06",-55.92,-1.51,"114,261,293.70"
Mutual Fund,18.70,-0.23,-1.25,"13,313,967.01"
Non Life Insurance,"10,345.20",-167.03,-1.58,"77,560,182.30"
Others Index,"1,433.72",-22.45,-1.54,"28,814,277.60"
Trading Index,"2,892.56",-54.68,-1.85,"19,295,420.60"
