Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,235.72",41.24,1.88,"6,326,646,806.00"
Sensitive Index,428.43,7.21,1.71,"6,276,600,000.00"
Float Index,153.01,3.56,2.39,"6,238,010,000.00"
Sensitive Float Index,138.67,3.03,2.23,"5,525,250,000.00"
Banking SubIndex,"1,720.30",59.61,3.59,"3,105,500,000.00"
Development Bank Index,"2,308.29",88.45,3.98,"1,018,420,000.00"
Finance Index,913.78,19.21,2.15,"658,083,000.00"
Hotels And Tourism,"1,925.21",20.54,1.08,"12,291,100.00"
HydroPower Index,"1,688.84",16.65,1.00,"308,243,000.00"
Life Insurance,"13,945.95",-17.16,-0.12,"388,551,000.00"
Manufacturing And Processing,"5,765.92",25.97,0.45,"249,497,000.00"
Microfinance Index,"3,477.40",21.80,0.63,"607,004,000.00"
Mutual Fund,11.69,0.08,0.66,"16,744,000.00"
Non Life Insurance,"10,115.45",39.08,0.39,"1,032,670,000.00"
Others Index,"1,785.39",3.16,0.18,"477,624,000.00"
Trading Index,"2,539.98",78.03,3.17,"38,110,100.00"
