Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,744.45",-25.81,-0.93,"4,986,294,173.38"
Sensitive Index,464.51,-3.06,-0.65,"1,308,220,976.20"
Float Index,185.85,-1.74,-0.92,"4,845,374,358.80"
Sensitive Float Index,156.80,-1.09,-0.69,"1,308,220,976.20"
Banking SubIndex,"1,434.00",-11.01,-0.76,"403,749,297.20"
Development Bank Index,"5,982.43",8.36,0.14,"551,748,396.30"
Finance Index,"2,362.27",-15.41,-0.64,"86,456,482.80"
Hotels And Tourism,"7,903.05",-132.50,-1.64,"171,293,489.90"
HydroPower Index,"3,865.06",-57.04,-1.45,"2,122,491,827.70"
Investment,102.76,-0.68,-0.66,"156,962,924.50"
Life Insurance,"12,434.07",-105.65,-0.84,"106,432,144.00"
Manufacturing And Processing,"11,327.72",-260.41,-2.24,"822,418,677.90"
Microfinance Index,"4,791.73",-26.37,-0.54,"180,137,252.40"
Mutual Fund,21.72,0.00,0.01,"21,057,896.58"
Non Life Insurance,"10,733.97",-120.88,-1.11,"63,802,885.80"
Others Index,"1,999.58",-18.61,-0.92,"172,091,500.20"
Trading Index,"3,794.94",41.17,1.09,"7,789,480.10"
