Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,834.40",-71.06,-2.45,"11,845,454,604.00"
Sensitive Index,520.18,-8.37,-1.58,"11,275,100,000.00"
Float Index,195.68,-5.24,-2.61,"11,517,000,000.00"
Sensitive Float Index,170.90,-3.79,-2.17,"7,975,440,000.00"
Banking SubIndex,"1,901.69",-34.22,-1.77,"2,304,940,000.00"
Development Bank Index,"4,354.79",-210.21,-4.60,"2,009,550,000.00"
Finance Index,"2,200.96",-120.22,-5.18,"1,273,990,000.00"
Hotels And Tourism,"3,514.11",-165.83,-4.51,"99,908,800.00"
HydroPower Index,"2,741.18",-150.24,-5.20,"2,136,530,000.00"
Investment,107.40,-0.52,-0.48,"868,419,000.00"
Life Insurance,"17,494.34",-451.11,-2.51,"606,107,000.00"
Manufacturing And Processing,"5,912.83",-171.19,-2.81,"334,208,000.00"
Microfinance Index,"5,166.43",-105.00,-1.99,"698,388,000.00"
Mutual Fund,15.19,-0.21,-1.38,"57,069,500.00"
Non Life Insurance,"14,432.09",-429.63,-2.89,"1,629,330,000.00"
Others Index,"2,217.94",-54.64,-2.40,"2,224,100,000.00"
Trading Index,"3,802.53",-29.63,-0.77,"30,224,300.00"
