Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,561.17",-7.42,-0.47,"1,496,387,992.00"
Sensitive Index,309.75,-1.66,-0.53,"1,488,770,000.00"
Float Index,108.62,-0.51,-0.47,"1,428,360,000.00"
Sensitive Float Index,102.20,-0.50,-0.49,"1,122,280,000.00"
Banking SubIndex,"1,247.12",-3.59,-0.29,"435,717,000.00"
Development Bank Index,"2,067.67",-41.91,-1.99,"297,530,000.00"
Finance Index,821.95,-10.90,-1.31,"121,706,000.00"
Hotels And Tourism,"1,747.69",2.38,0.14,"3,009,350.00"
HydroPower Index,"1,323.97",-16.00,-1.19,"325,439,000.00"
Life Insurance,"9,459.00",-33.51,-0.35,"115,500,000.00"
Manufacturing And Processing,"3,046.04",-22.33,-0.73,"39,874,200.00"
Microfinance Index,"2,517.49",-5.32,-0.21,"80,920,500.00"
Mutual Fund,10.45,-0.07,-0.66,"3,213,620.00"
Non Life Insurance,"7,728.62",-22.08,-0.28,"222,192,000.00"
Others Index,"1,006.69",-5.90,-0.58,"92,644,100.00"
Trading Index,"1,048.84",-3.73,-0.35,"577,460.00"
