Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,898.38",44.62,2.41,"836,873,139.83"
Sensitive Index,372.21,8.78,2.42,"611,380,000.00"
Float Index,132.73,3.37,2.61,"603,482,000.00"
Sensitive Float Index,121.19,3.22,2.73,"433,978,000.00"
Banking SubIndex,"1,327.94",25.57,1.96,"125,178,058.80"
Development Bank Index,"3,458.33",149.02,4.50,"76,482,695.10"
Finance Index,"1,579.23",70.68,4.69,"54,826,857.80"
Hotels And Tourism,"2,584.80",49.61,1.96,"2,729,713.80"
HydroPower Index,"2,024.18",56.51,2.87,"123,510,723.70"
Investment,58.16,1.38,2.43,"32,332,020.30"
Life Insurance,"8,901.34",187.08,2.15,"24,453,711.20"
Manufacturing And Processing,"4,824.03",121.05,2.57,"41,346,685.80"
Microfinance Index,"4,304.19",112.37,2.68,"74,224,748.80"
Mutual Fund,13.62,0.09,0.70,"948,479.07"
Non Life Insurance,"7,644.03",135.49,1.80,"24,191,633.30"
Others Index,"1,335.82",32.18,2.47,"21,229,328.20"
Trading Index,"1,808.82",17.16,0.96,"2,975,506.20"
