Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,714.61",9.23,0.34,"9,073,978,098.78"
Sensitive Index,465.42,-0.47,-0.10,"2,760,613,687.30"
Float Index,186.94,0.66,0.35,"9,005,793,637.70"
Sensitive Float Index,158.92,-0.14,-0.09,"2,760,613,687.30"
Banking SubIndex,"1,391.66",-4.34,-0.31,"309,967,651.20"
Development Bank Index,"5,884.12",87.66,1.51,"566,929,072.70"
Finance Index,"2,604.46",60.60,2.38,"903,283,447.00"
Hotels And Tourism,"7,380.10",91.85,1.26,"330,044,814.90"
HydroPower Index,"3,495.44",30.13,0.86,"4,036,721,313.90"
Investment,105.09,0.10,0.09,"352,492,399.90"
Life Insurance,"13,228.57",3.92,0.02,"254,587,059.60"
Manufacturing And Processing,"9,241.91",123.12,1.35,"1,090,590,035.40"
Microfinance Index,"5,034.43",18.36,0.36,"387,896,596.90"
Mutual Fund,20.89,-0.01,-0.07,"8,890,845.99"
Non Life Insurance,"11,199.63",26.76,0.23,"137,668,430.70"
Others Index,"2,417.92",8.90,0.36,"616,038,641.50"
Trading Index,"3,748.37",-44.31,-1.16,"19,574,174.00"
