Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,213.11",3.51,0.29,"837,035,757.00"
Sensitive Index,264.26,0.95,0.36,"651,292,000.00"
Float Index,90.16,0.24,0.27,"621,094,000.00"
Sensitive Float Index,86.10,0.35,0.41,"524,950,000.00"
Banking SubIndex,"1,085.01",-1.42,-0.13,"143,764,000.00"
Development Bank Index,"1,647.44",6.78,0.41,"262,343,000.00"
Finance Index,585.10,-0.34,-0.06,"37,528,700.00"
Hotels And Tourism,"1,902.14",-6.39,-0.33,"6,904,670.00"
HydroPower Index,954.64,-1.05,-0.11,"27,399,600.00"
Life Insurance,"5,967.44",19.11,0.32,"37,997,700.00"
Manufacturing And Processing,"2,399.76",-10.51,-0.44,"24,183,400.00"
Microfinance Index,"1,866.41",63.00,3.49,"279,112,000.00"
Mutual Fund,9.48,-0.07,-0.73,"1,235,310.00"
Non Life Insurance,"4,704.29",95.40,2.07,"92,614,900.00"
Others Index,657.32,-2.56,-0.39,"7,255,590.00"
Trading Index,674.54,4.25,0.63,"1,548,250.00"
