Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,630.36",-20.34,-0.77,"2,046,352,547.24"
Sensitive Index,495.11,-4.22,-0.84,"1,891,120,000.00"
Float Index,179.08,-1.47,-0.82,"2,037,730,000.00"
Sensitive Float Index,157.59,-1.56,-0.98,"1,359,670,000.00"
Banking SubIndex,"1,693.10",-9.13,-0.54,"333,986,727.70"
Development Bank Index,"4,677.42",-52.58,-1.11,"168,036,654.00"
Finance Index,"2,187.93",-34.53,-1.55,"133,461,328.80"
Hotels And Tourism,"3,181.44",-19.86,-0.62,"18,777,161.10"
HydroPower Index,"3,101.54",-36.39,-1.16,"491,413,187.30"
Investment,88.65,-0.81,-0.91,"119,841,236.40"
Life Insurance,"14,534.38",-126.31,-0.86,"184,975,584.70"
Manufacturing And Processing,"6,218.60",-76.21,-1.21,"102,016,780.70"
Microfinance Index,"5,100.44",-20.75,-0.41,"200,072,578.20"
Mutual Fund,15.82,0.04,0.25,"4,885,883.54"
Non Life Insurance,"12,160.62",-79.53,-0.65,"172,736,590.80"
Others Index,"2,181.74",-22.21,-1.01,"92,649,231.40"
Trading Index,"2,553.57",12.77,0.50,"19,759,108.10"
