Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,978.88",5.17,0.17,"19,575,270,557.66"
Sensitive Index,516.82,-0.15,-0.03,"9,713,591,226.25"
Float Index,205.10,0.06,0.03,"19,107,990,430.85"
Sensitive Float Index,176.51,-0.22,-0.12,"9,713,591,226.25"
Banking SubIndex,"1,557.52",-3.96,-0.25,"1,763,287,302.30"
Development Bank Index,"6,219.85",-57.76,-0.92,"1,387,601,081.70"
Finance Index,"2,719.10",85.14,3.23,"831,385,719.70"
Hotels And Tourism,"7,406.58",-82.49,-1.10,"479,567,933.70"
HydroPower Index,"3,864.48",33.75,0.88,"7,353,015,279.25"
Investment,122.16,1.09,0.90,"1,374,352,922.00"
Life Insurance,"14,422.97",-72.89,-0.50,"768,894,811.90"
Manufacturing And Processing,"7,895.35",32.01,0.40,"1,319,626,446.90"
Microfinance Index,"5,623.18",-40.92,-0.72,"1,907,048,468.70"
Mutual Fund,20.50,0.03,0.15,"47,781,963.62"
Non Life Insurance,"13,620.87",-84.20,-0.61,"424,977,484.70"
Others Index,"2,727.06",38.92,1.44,"1,474,613,650.00"
Trading Index,"4,274.36",13.23,0.31,"23,619,330.00"
