Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,653.09",23.19,0.88,"8,689,350,319.62"
Sensitive Index,451.71,2.44,0.54,"4,690,484,860.40"
Float Index,180.99,1.55,0.86,"8,547,045,612.00"
Sensitive Float Index,153.79,1.14,0.75,"4,690,484,860.40"
Banking SubIndex,"1,355.99",5.93,0.43,"316,565,323.50"
Development Bank Index,"5,473.30",9.56,0.17,"539,697,555.00"
Finance Index,"2,345.24",13.88,0.59,"101,922,751.40"
Hotels And Tourism,"6,729.70",-17.37,-0.25,"261,575,056.50"
HydroPower Index,"3,575.50",82.24,2.35,"4,966,410,006.40"
Investment,113.08,1.28,1.14,"998,385,468.10"
Life Insurance,"12,883.96",-12.63,-0.09,"254,457,520.90"
Manufacturing And Processing,"7,140.11",14.59,0.20,"228,869,614.50"
Microfinance Index,"4,694.42",22.66,0.48,"171,606,739.60"
Mutual Fund,19.19,0.01,0.07,"3,977,110.32"
Non Life Insurance,"12,144.03",54.02,0.44,"188,507,512.80"
Others Index,"2,337.04",60.05,2.63,"508,140,470.60"
Trading Index,"4,226.30",-18.68,-0.44,"10,907,592.70"
