Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,073.53",3.27,0.15,"2,885,637,818.91"
Sensitive Index,369.56,1.30,0.35,"541,253,471.90"
Float Index,140.99,0.22,0.16,"2,873,048,680.70"
Sensitive Float Index,121.04,0.23,0.19,"532,056,452.10"
Banking SubIndex,"1,109.07",-0.37,-0.03,"184,992,099.40"
Development Bank Index,"4,107.50",52.80,1.30,"312,165,459.40"
Finance Index,"1,942.74",20.76,1.08,"347,822,001.00"
Hotels And Tourism,"5,272.68",47.66,0.91,"46,634,048.70"
HydroPower Index,"2,523.44",4.41,0.17,"720,983,387.50"
Investment,77.48,-0.35,-0.46,"89,060,783.60"
Life Insurance,"10,523.25",6.08,0.05,"163,116,350.90"
Manufacturing And Processing,"6,942.04",-57.71,-0.82,"475,402,062.70"
Microfinance Index,"3,885.16",24.25,0.62,"267,962,666.70"
Mutual Fund,18.22,0.01,0.09,"3,840,373.91"
Non Life Insurance,"10,788.56",-11.35,-0.10,"101,289,933.60"
Others Index,"1,735.50",6.50,0.37,"140,291,133.60"
Trading Index,"2,854.87",14.36,0.50,"23,328,753.60"
