Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,464.94",-14.09,-0.96,"2,802,233,715.00"
Sensitive Index,309.60,-2.84,-0.92,"2,816,140,000.00"
Float Index,103.34,-0.77,-0.75,"2,771,480,000.00"
Sensitive Float Index,102.80,-0.65,-0.63,"2,510,670,000.00"
Banking SubIndex,"1,286.00",3.14,0.24,"1,501,150,000.00"
Development Bank Index,"1,851.54",16.93,0.91,"489,031,000.00"
Finance Index,681.68,1.15,0.17,"322,291,000.00"
Hotels And Tourism,"1,413.89",-66.11,-4.68,"6,435,160.00"
HydroPower Index,"1,000.01",-12.45,-1.24,"55,505,000.00"
Life Insurance,"8,578.49",-188.65,-2.20,"272,481,000.00"
Manufacturing And Processing,"2,761.59",-127.43,-4.61,"118,100,000.00"
Microfinance Index,"2,450.46",-87.39,-3.57,"242,962,000.00"
Mutual Fund,10.49,0.02,0.19,"2,159,260.00"
Non Life Insurance,"6,485.40",-41.55,-0.64,"460,635,000.00"
Others Index,802.55,-22.10,-2.75,"218,880,000.00"
Trading Index,852.11,-37.85,-4.44,"1,890,780.00"
