Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,652.93",44.59,1.70,"3,861,183,410.26"
Sensitive Index,458.57,5.77,1.27,"1,435,809,159.35"
Float Index,181.61,2.82,1.58,"3,574,167,587.25"
Sensitive Float Index,155.28,2.04,1.33,"1,435,809,159.35"
Banking SubIndex,"1,420.59",16.09,1.14,"619,621,209.35"
Development Bank Index,"5,655.90",64.62,1.15,"222,772,297.30"
Finance Index,"2,429.48",35.70,1.49,"144,572,677.70"
Hotels And Tourism,"7,408.74",121.14,1.66,"150,063,126.40"
HydroPower Index,"3,696.30",87.56,2.42,"1,351,662,337.30"
Investment,97.92,1.59,1.65,"265,034,101.10"
Life Insurance,"12,174.72",178.65,1.48,"53,803,007.50"
Manufacturing And Processing,"10,692.75",245.17,2.34,"441,099,163.80"
Microfinance Index,"4,663.43",51.22,1.11,"181,151,123.50"
Mutual Fund,21.67,0.11,0.55,"7,404,252.71"
Non Life Insurance,"10,877.20",217.41,2.03,"46,628,853.90"
Others Index,"1,930.01",33.47,1.76,"82,989,619.40"
Trading Index,"3,384.20",85.82,2.60,"14,770,070.00"
